Value
9031
910
87
2569
4
"3,626"
2
293
160
C
20
116
10962
"1,060"
31
225
70
157
"2,433"
"3,530,500"
215
C
131
11291
286
"83,474"
373
250
4665
1817
205
109
298
183
91700
82
"9,647"
"2,464"
C
"1,547"
4
34
"14,499"
52793
110
64
"4,649"
1871
754
"11,686"
12848
161
"57,600"
36533
"8,600"
352800
2526
38
"1,112"
35
C
9
"2,881"
"56,454"
932
591
6343
"4,507"
162
489
372
866
4
"2,248"
41
100
"4,814"
"5,177"
64
"3,659"
355
33
96
"3,541,400"
8
700
"65,777"
33
1335
"1,917"
5270
"1,968"
"16,233"
1796
"1,635"
17
99
215
17711
"3,337"
C
88
"38,700"
90
"1,721"
8
10
5
9318
2674
856
20800
9
"3,077"
21
96
2
"85,898"
7602
97
28
"3,071"
1552800
43
451
"2,632"
C
32
"29,900"
C
22
105
7272
200
30
"4,083"
"1,097"
14
"1,987"
7320
947
89
953
53
716
1062
20
100
14
35
471
12637
3074
"609,800"
560
106
9
232300
3
"1,030"
C
119
352900
"2,559"
"6,553"
24
"4,243"
"26,539"
588
"15,438"
"553,400"
"3,137"
3318
"9,156"
274900
5429
"6,955"
"1,440"
17
30128
"1,074"
C
C
13
893
348
158
149
"3,177"
1566
60
87
"13,680"
684
"4,389"
"3,128"
119
"8,972"
99400
96
144
469
825
2
638
16
444
11
34
123
114
1911
766
82
21
300
645
"23,618"
118
1709
289
36
708
120
31800
248
66
525
64
15
363
5
296
"10,070"
90
1
"8,128"
180
"14,587"
28
"52,868"
560
11
"4,978"
17557
16
"4,363"
107700
117695
58
3619
2782
480
571
11
"3,572"
125
102
17
"1,283"
293
110
494
0
3909
"1,607"
"17,249"
"1,001"
122767
8
9
1632
"54,610"
97
7
21
79
415
45
6437
123
241
84
"4,047"
2848
"8,332"
734
2415
92
306
189
"3,199"
3
53
803
"6,522"
162
"21,303"
40
113
7
469
160
"20,389"
38204
90
783
2782
11
356
69
"987,930"
C
3101
12
530
C
11600
"1,194"
"1,755"
764
7
79
3686
38
427
"3,008"
98926
853
140
"616,689"
39
0
10698
"10,305"
81
"3,329"
656
422
C
"3,483"
201
3
295
C
68
"1,493"
109993
50
"2,986"
7
9
2726
592
"2,583"
0
269
C
8
13
462
91
S
23
719
1467
7
364
104
29
9637
19
"18,500"
6
"7,208"
781
22746
"4,551"
"41,677"
2133
89
2
33
698
499
56
"3,802"
89
"1,630"
5077
32
272
982739
223
346
"303,800"
5198
14
"12,562"
"1,111"
79
4659
142
201
271200
8864
"1,247"
749
607
521
524
"32,700"
"4,086"
10
63
"1,096"
176
C
7458
977
"1,495"
2
C
C
"2,755"
"4,313"
1507
C
"6,314"
1
"1,001"
99
3228
368
100
147
715
"11,900"
"3,192"
235
21
696
5005
91
C
7955
108
8074
"4,954"
786900
2
401100
6207
"72,883"
504
15
"4,215"
206
2929
4506
2035
3929
38
9
196
50
84
"7,550"
"4,614"
20
"1,903"
726
"2,265"
41
70
822
"4,418"
-13500
C
4506
"15,415"
3
123
22
46
"7,628"
"1,165"
"82,419"
33
55
34
293
280
427
C
321
C
"585,400"
1434
39
3398
48
187
"1,637"
0
44
183
"84,500"
"2,082"
644
51
1792
4402
419
201
"2,214"
151
780
245
"1,015"
16
13
75
9236
10502
"10,900"
39
7532
"-44,500"
136
"8,472"
16
4642
1085
"3,095"
"4,721"
159
C
78
"125,672"
5
3
332442
2
"4,387"
3858
188
45
8
"1,089"
25
C
96
"7,674"
2029
1
70
91
1
21791
C
51
"3,820"
1
680
36
7
377
"1,743"
95
"6,516"
6999
1436
"16,469"
78
770
"2,316"
"4,050"
1
884
563
127
0
31
863
284
36
400
1159
108
C
C
"11,600"
C
"22,191"
C
44
197
222
C
"3,997"
162
31
645
"1,708"
1160
425
246
842
"5,058"
1674
4
88
1666
"11,318"
8219
606
145
95
361
138
406
"11,789"
7
29
179
7
C
93
52
12
1667
991
440
5
"2,608"
C
"8,179"
714
155
"11,011"
16
"10,682"
18
12959
37
323
4
489500
3
285
956
"3,064"
"3,517"
"6,545"
"73,800"
"1,450"
146
"2,265"
"10,157"
34
"1,249"
21
"4,307"
379
760
57
149
"385,823"
73
"1,385"
580
76
5
120
"2,570"
C
6
67
18
35950
"1,713"
7
"3,827"
168
276
263
16773
28004
1476
10
44465
734600
"4,145"
9
1314
"1,401,700"
0
535
41
235
1708
31
44
"4,211"
606
"2,764"
79
"220,700"
107
8741
4484300
148
"1,239,500"
18
1083
14
18
4601
"16,464"
86
16848
7
"3,473"
16
100
801
"5,548"
C
59957
235
"1,210"
221
3273
204
"2,206"
3918
"10,175"
99
27
32
C
348
119
63
488
83
390
8800
3888
653
"4,466"
"4,266"
291
953
148
21
104
934
389
39
"12,939"
17
32714
52
1784
2211
0
15
410
1097
"29,602"
116
1120
217
34662
921
8860
"1,053"
482
11
"160,400"
6
"16,233"
"26,801"
412600
10161
"1,732"
6
865
"5,024"
12300
46
250
"17,183"
"5,180"
"2,690"
"6,216"
"6,300"
55
"1,359"
"3,877"
354
730
5
118
137
3299
"3,403"
157
"6,829"
7
68
154
644
75
251
296400
922259
294
109
"31,914"
"10,064"
3
"10,315"
10
10
186
"1,137"
640
"18,381"
24
182
46
65
23
C
52
10
7221
"10,092"
17
5781
1
62
2325
3
128
C
29
"4,715"
11
6416
"66,696"
38
7571
10502
"6,631"
"4,341"
"1,029"
"65,072"
"1,575"
"1,192"
3132
11807
138
2909
"10,126"
0
4
225
C
4373
18
"3,618"
1344
"2,274"
97498
2297
80689
7
99
"1,800"
73
"7,089"
C
5
"5,802"
"85,011"
39536
"38,317"
327
30
"17,200"
"1,491"
3937
C
"3,617"
304
140
2054
779
14
"2,683"
1670
99
923
13302
287
"2,431"
60
304
128
182
18
"1,272"
92
1747
39
37
589
10000
13
28
999
"2,912"
189
682
"2,436"
28
54
78
764
153
181
512
C
C
C
18
38
"3,789"
41900
16
12
29
5
"8,354"
"3,046"
19
"22,392"
"566,124"
32
24
"49,900"
167400
116
"7,963"
"7,560"
11583
39
8
"8,562"
"2,163"
81
576
"263,900"
C
0
18
2617
"15,203"
195
141
6514
352800
C
135
28
C
9
3
23
"2,015"
16225
634
4
1
104
7
71
14
28
17
804
468
1639
21400
2154
"7,891"
"4,163"
29
13
15729
"64,724"
12
151
2175
385100
664
C
"2,447"
"6,024"
114
42
16
82
"291,100"
"1,152"
811
6
C
172
387
261
38952
3149
202
"3,000"
15
496
135
127
"3,700"
1406
27101
0
"3,164"
577
"6,354"
788
23
0
"5,426"
"6,155"
482
5076
10
1625
2060
9
"1,042"
"268,754"
17
318
41504
516
"90,400"
"3,722"
"1,754"
"3,432"
"290,000"
21
"12,868"
"1,161"
4094
76
"5,743"
"7,180"
"1,978"
3488
"33,100"
1515
1006865
419200
"363,300"
111
"4,112"
80
529
12
9271
4
"17,779"
145
112556
135
"5,287"
311
S
7427
1479
79
6437
113
"5,721"
C
"1,076"
"3,381"
"18,081"
0
384
95
0
C
"1,032"
281
-9
"14,747"
2670
213
"11,329"
"2,135"
105
"2,655"
3529
121
"2,206"
"14,952"
9
17
59
"2,508"
1331
23
"7,088"
"2,926"
451
4652
5892
118
"4,807"
63
6362
52
1406
54900
2400
0
"23,670"
2568
"47,116"
584
"5,172"
"5,526"
156
159
C
C
846
112
62
C
"1,486"
4
32001
22
"104,300"
95
105
15
"1,645"
"1,369"
6143
567
105
215
44
"12,917"
"1,266"
"20,499"
237
"4,363"
46
11165
30
6381
204
1
"6,886"
"90,505"
17
682300
C
"3,181"
7
1617
"3,703"
136
3621
166
"4,894"
"2,836"
251
6
131
732
4
780
12106
C
C
0
C
15
20
163
"1,416"
17
242400
37
94
"1,423"
106
216
"26,562"
4894
102
"14,100"
54
32
37400
"5,051"
"17,510"
720
42
"10,355"
90
"616,500"
"12,551"
43
15713
987
831
"146,800"
1719
2353
12
1430118
C
49
108
148
81
13
"2,180"
43
232
63
62
2488
52
91
"4,128"
301
1010
C
"2,491"
6
2520
225
581
110
47
56
"7,917"
80
"2,381"
C
1
818
13
"4,200"
20028
"1,000"
"5,655"
418
"1,780"
36
22
40
786900
29
981
"1,653"
136
101
5508
35412
2964
28998
C
1625
596
"4,201"
37
2382
8
"4,249"
"7,324"
0
C
"1,079"
103
"11,509"
10
86
2346
"1,485"
5026
97
17600
536
"2,594"
209
7
143
1487
531
566979
765
215
1750
72
54000
3529
586
21
32
699
209
"20,600"
2
"23,893"
9
45
"1,440"
C
45
154
40
4572
2579
"2,806"
"29,900"
50
948
19
127
134
44
124
310
29
1
57920
42
116
12714
34
1
22563
436
"6,435"
8
663
"1,753"
"2,626"
849
"1,499"
93
166
C
27
"1,212"
51
40
15
32
790
C
51
57
24
5600
"132,900"
"4,407"
105
815
56
981653
6514
994
9
582
2700
"340,000"
112
690
"5,203"
260
"246,800"
"2,720"
3
"1,062,000"
"5,090"
697
"5,849"
15
517
"1,034"
1337
16
3
7
426
3391
20
87
6700
6238
739
876
93
20698
2223
"1,630"
"3,503"
"9,959"
960
169
67
6991
"2,528"
46
27
420
7
338
11932
6
106
"16,323"
"6,725"
393
36
403
85
58
428
218882
1371
80
119
44
51
191
100
C
0
"3,000"
30
1232
9218
30455
281
554
249
"3,665"
5156
C
70
"9,034"
71
C
32800
"401,700"
C
54
"3,257"
"1,466"
18
2
234
89
226
4703
C
45
12
635
"2,319"
380
19
105972
448
41
C
35
167
7
27
120
"6,691"
"15,374"
62
"9,370"
10
30
55
"41,900"
"1,137"
427
443
"88,232"
178
115
"16,308"
"16,751"
6309
"3,506"
"2,183"
3289
"11,592"
"3,852"
6465
"3,636"
681
"1,383"
65
64
499
140
"3,193"
-229
49
"265,400"
"1,194"
178900
1219
"14,468"
"765,400"
113
90
311800
950
1
"1,254"
1316
871
"79,880"
1696
0
99
"3,189"
"1,746"
60
29
"536,400"
38202
"1,073"
107
3401
"2,642"
289
344
2
"6,065"
2717
22865
14
"206,781"
"4,462"
"12,755"
1638
1
178
"9,182"
"2,529"
"1,248"
"1,041"
"1,495"
"353,300"
89
4
110
161
13
"18,772"
27101
139
206
220
799791
374
30
"22,191"
8133
1709
22400
42
1
6266
91
12332
2962000
816
13
6
"1,595"
58
309
33
88000
"1,950"
7343
464
892
85
"4,843"
1583
218
39
29
56
769
11231
"366,212"
23
34
4707
122
117
"3,009"
20
955
"1,345,200"
675
21
"3,131"
13
534
"544,200"
4480
"1,564"
1145
2
"71,900"
64
"20,300"
139
1
20
249
10985
"1,255"
C
"30,515"
5
10
931
"1,707"
"27,606"
39
105
7
1
22
2256
392
"66,862"
"4,212"
"4,046"
5
47
3
"5,853"
220
780
"1,471"
78
411
"1,874"
343
2427
382
885
11114
137
102
"19,276"
40
C
11807
731
100
2
58
62522
C
45
5708
"1,834"
4311
51
8569
"2,130"
"13,565"
761
8567
2578
116
89
471
29
"7,746"
1886
207
C
"2,137"
"60,972"
312
"15,207"
37
16
27
"9,106"
4
47
11
652
22
132
0
37
127
7
"20,600"
25
"1,696"
4
1680
780
144
32019
479
C
138
6951
65
"80,100"
44
305
2843
40
5
0
C
0
945
1121
"616,100"
149
73
"20,400"
0
"6,158"
"532,207"
83662
8
1628
138
829
81
27
403
2
620
2059
"5,671"
"5,540"
136
5877
C
401
17
122
"14,559"
10
589
45
432
538
2488
"1,615"
83
693
"1,051"
C
394
15
143
9
"5,065"
5995
1117
4539
"1,069"
"1,268"
662435
23627
444
431
19
15
"10,036"
219900
5
"8,012"
4509
499
66
"5,378"
88
"10,210"
2
139
24
"11,858"
29
"1,799"
17
47
457
346
1
"3,922"
36
4
9
"1,364"
1
13
"12,504"
68
"118,600"
1494
47
C
19
"16,142"
16
62811
613
0
"8,122"
36
289200
30
C
"2,940"
147
160
"8,497"
117
19700
28
57
453541
"3,624"
845
1202
"221,657"
447
412
64
69
C
"198,409"
4303
21
692
473
12066
33
299
"1,124"
95
"57,306"
120
"1,840"
"20,864"
17
9
614
0
159
"8,213"
16
10530
107
25
"11,677"
"6,780"
"9,044"
1
321600
"32,744"
92
0
"2,375"
172
488
630
0
80
C
"4,435"
13191
62
17
734
507
"18,600"
8506
49
"1,450"
C
5019
C
128
44
C
"7,550"
12
8547
9087
23
5979
610
567775
633
6
"5,754"
17
"232,857"
1
"1,254"
46
663
1237
286
"6,944"
106
11540
7
162
"1,923"
"2,012"
"33,908"
"6,277"
140
6
364
"1,623"
736966
21
"36,690"
C
683
"220,100"
"7,365"
2454
"2,370"
1817
40
54
"2,039"
440
"4,700"
1
121
1727
"7,278"
"2,141"
C
80
C
376
661
"32,500"
"11,136"
31
277
26
409
441
"2,260"
"4,068"
85
914
46
"28,946"
15
722
16
221
906
100
"6,839"
0
113
44
73
S
899
"1,122"
14
156
118
"5,791"
864
278
1052
"2,138"
2573
3033
"10,047"
439
C
124
341
1088
1916
"1,595"
2568
174
189
142
55
C
17500
105
513
0
88
9
104
281
"6,057"
9
"1,082"
1598
785
694
28656
398
174
45
40
32
91812
52
"605,386"
616
400
2189
11
42
4
118
963
120
"1,789"
49
24
1564
C
"18,267"
64
1711
203
196
"20,800"
C
"34,041"
71
636600
"4,735"
9
69
100
921
0
"2,661"
64
12
"10,009"
"1,591"
9
22
23
411
133
251
6
"1,994"
0
"5,011"
"1,723"
"476,100"
1
197
545
765100
25090
8
26
399
5232
"26,405"
1658
14
54
"1,084"
9
38
"5,899"
6
"1,793"
10
7
1594
296100
"1,578"
6
107
1
8
23861
39
"10,210"
82
"425,814"
2670
35
13
"70,554"
"3,738,000"
"8,005"
"17,087"
15
365
"22,929"
83
95500
419
1
6448
122
"6,648"
7846
82
C
5620
180
C
0
45
16552
7
225
C
19
"1,376"
3
81
589
297642
135
"15,663"
154
29200
1482
44
C
10
90
588
357
69
5
32
493
606
C
11
13
61
1481
31
"2,172"
61
188
39
9487
62
965
"7,745"
8
43
"69,082"
"1,029"
463
30
C
2140
"1,367"
921
15
3979
"213,400"
"5,446"
"7,206"
122
1977
"59,100"
0
154
"14,100"
-17
1482080
"1,523"
254
C
37
"7,496"
C
103
3
38
20
"7,528"
0
"4,327"
3305
4
3208
"5,777"
152
14
C
5434
34
239
7272
4355
85
368
9459
24
1716
849597
448
C
3524
124
20
"3,283"
34
648
16
17000
142
2889
"2,836"
"2,557"
113
144
834
"13,274"
846
"1,030"
124542
759
20
"72,085"
"26,757"
1477
33
2703
"90,706"
"1,590"
"8,028"
7
236
8
102
47
3
C
6963
"2,347"
C
17
"6,750"
21
14208
0
"17,761"
23
825
2838
20
"4,877"
616
157
750
"1,090"
4237
C
"3,606"
865
"7,700"
20
"4,522"
3465
5
832
537
11
"18,945"
"1,016"
83
112
"1,866"
46
"1,474"
"613,000"
7
"1,125"
110
"4,453"
"1,797"
15069
3465
173
200
"2,631"
111
99
314
"5,812"
50
"1,314"
34
27361
119
351
"3,748"
"246,200"
C
346
98
3026
36
"3,246"
644200
128
1744
178
481
C
3
"38,960"
185
"294,800"
C
"1,062"
699
1465
"1,528"
53
"1,012"
"10,702"
4864
8821
"1,436"
39
242
84
0
14
44
"119,700"
7
28725
118
40
"12,588"
"5,157"
302
"2,221"
113
24
